,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
1841,501,France,Female,34,3,107747.57,1,yes,no,9249.36
1842,745,Spain,Female,35,8,0.0,2,yes,yes,116581.1
1843,587,France,Female,36,1,134997.49,2,yes,no,44688.08
1844,667,France,Female,48,2,0.0,2,yes,yes,148608.39
1845,737,France,Male,36,9,0.0,1,no,yes,188670.9
1846,485,Spain,Female,30,7,0.0,1,yes,no,107067.37
1847,590,Spain,Female,37,0,64345.21,1,no,yes,61759.33
1848,518,Germany,Female,35,8,141665.63,1,no,yes,192776.64
1849,581,Spain,Female,29,8,0.0,2,yes,no,46735.19
1850,785,Germany,Female,33,5,136624.6,2,yes,yes,169117.74
1851,799,France,Female,52,4,161209.66,1,yes,yes,89081.41
1852,698,Spain,Male,38,10,95010.92,1,yes,yes,105227.86
1853,730,France,Female,41,4,167545.32,1,yes,no,128246.81
1854,740,Germany,Female,36,4,109044.6,1,no,no,94554.74
1855,785,France,Female,47,9,122031.55,1,yes,yes,33823.5
1856,527,Spain,Female,29,2,27755.97,1,yes,no,97468.44
1857,544,France,Female,29,1,118560.55,1,yes,yes,164137.36
1858,705,France,Male,61,4,0.0,2,yes,yes,191313.7
1859,684,France,Male,34,9,0.0,2,yes,yes,65257.57
1860,639,Spain,Female,28,8,97840.72,1,yes,yes,178222.77
1861,565,Germany,Female,38,2,158651.29,2,yes,yes,179445.28
1862,481,France,Male,44,9,175303.06,1,yes,no,65500.53
1863,731,Spain,Male,25,8,96950.21,1,yes,no,97877.92
1864,607,France,Male,45,7,123859.6,1,no,yes,113051.57
1865,760,France,Female,32,7,0.0,2,yes,yes,105969.05
1866,559,France,Female,70,9,0.0,1,yes,yes,122996.76
1867,715,France,Female,33,3,85227.84,1,yes,yes,68087.15
1868,656,France,Male,36,8,97786.08,2,no,yes,21478.36
1869,652,Germany,Male,33,7,128135.99,1,yes,no,158437.73
1870,624,Spain,Male,33,6,0.0,2,no,no,76551.7
1871,634,Spain,Male,36,2,85996.19,1,yes,no,15887.68
1872,850,Spain,Female,50,10,0.0,2,yes,yes,33741.84
1873,659,Germany,Female,39,1,104502.11,1,yes,no,20652.69
1874,529,Spain,Male,35,5,95772.97,1,yes,yes,112781.5
1875,572,Spain,Male,31,5,98108.79,1,no,yes,119996.95
1876,640,Germany,Male,39,9,131607.28,4,no,yes,6981.43
1877,770,Spain,Male,55,9,63127.41,2,yes,no,185211.28
1878,648,Spain,Male,35,7,0.0,2,yes,yes,78436.36
1879,579,France,Male,31,9,0.0,1,no,yes,139048.0
1880,589,Germany,Female,36,9,140355.56,2,yes,no,136329.96
1881,530,Spain,Female,36,2,0.0,2,yes,yes,14721.8
1882,831,France,Male,30,2,0.0,2,no,yes,3430.38
1883,790,Germany,Male,24,7,107418.27,1,no,yes,160450.21
1884,656,France,Male,35,6,0.0,2,yes,no,1485.27
1885,563,Spain,Male,32,6,0.0,2,yes,yes,19720.08
1886,667,Spain,Male,39,7,167557.12,1,yes,yes,41183.02
1887,613,Spain,Male,34,8,117300.02,1,yes,no,139410.08
1888,429,France,Male,60,7,0.0,2,yes,yes,163691.48
1889,665,France,Female,23,9,143672.9,1,yes,yes,115147.33
1890,731,France,Male,33,4,0.0,2,yes,yes,74945.11
1891,584,France,Female,37,1,0.0,2,yes,yes,180363.56
1892,634,Germany,Female,31,8,76798.92,1,no,no,196021.73
1893,488,France,Male,34,3,0.0,2,yes,yes,125979.36
1894,535,Spain,Female,49,7,115309.75,1,yes,no,111421.77
1895,776,France,Female,29,7,178171.04,2,yes,yes,115818.51
1896,850,Spain,Female,38,3,0.0,2,no,yes,179360.76
1897,673,Spain,Female,37,0,0.0,2,no,no,82351.06
1898,850,Germany,Female,45,5,127258.79,1,yes,yes,192744.23
1899,627,Spain,Female,30,6,0.0,1,yes,yes,113408.47
1900,570,France,Female,33,8,0.0,1,yes,yes,124641.42
1901,796,Spain,Male,67,5,0.0,2,no,yes,54871.02
1902,773,Spain,Female,33,10,0.0,1,yes,yes,98820.09
1903,752,Spain,Male,36,2,0.0,2,yes,yes,45570.84
1904,625,Spain,Female,69,1,107569.96,1,yes,yes,182336.45
1905,535,Germany,Male,20,9,134874.4,1,yes,yes,118825.56
1906,786,France,Female,29,4,0.0,2,yes,no,103372.79
1907,620,France,Female,67,3,0.0,2,yes,yes,43486.73
1908,605,Spain,Female,48,6,0.0,2,yes,yes,40062.99
1909,670,Spain,Female,32,3,0.0,2,yes,no,46175.7
1910,617,Spain,Male,42,0,70105.87,1,yes,yes,120830.73
1911,595,France,Male,41,9,0.0,2,yes,no,5967.09
1912,687,Germany,Female,29,4,78939.15,1,yes,no,122134.56
1913,757,Germany,Male,30,6,105128.85,2,yes,yes,62972.13
1914,746,Spain,Male,31,2,113836.27,1,yes,yes,174815.54
1915,503,Spain,Male,25,7,0.0,1,no,yes,192841.13
1916,543,Germany,Male,48,1,100900.5,1,no,no,33310.72
1917,428,Germany,Female,40,3,129248.11,2,yes,no,72876.43
1918,768,France,Female,28,3,109118.05,2,no,yes,50911.41
1919,618,France,Male,56,7,0.0,1,yes,yes,142400.27
1920,591,France,Female,31,7,0.0,2,no,yes,48778.46
1921,658,France,Female,35,5,126397.66,1,no,no,156361.58
1922,625,France,Male,36,9,108546.16,3,yes,no,133807.77
1923,717,France,Male,36,2,148061.89,1,yes,no,179128.69
1924,667,France,Male,44,8,122277.87,1,yes,yes,91810.71
1925,804,France,Male,24,3,0.0,2,yes,no,173195.33
1926,693,France,Male,31,1,0.0,2,no,yes,182270.88
1927,729,Germany,Male,36,8,152899.24,2,yes,no,177130.33
1928,484,Germany,Male,54,3,134388.11,1,no,no,49954.79
1929,632,Spain,Female,40,3,109740.62,1,yes,no,141896.74
1930,536,Germany,Male,23,6,92366.72,2,yes,no,120661.71
1931,573,France,Female,26,4,129109.02,1,no,no,149814.68
1932,655,Spain,Female,56,5,0.0,2,yes,yes,41782.7
1933,666,Germany,Male,74,7,105102.5,1,yes,yes,46172.47
1934,726,Germany,Male,30,5,111375.32,2,yes,no,2704.09
1935,523,France,Male,39,3,0.0,2,yes,no,6726.53
1936,728,Germany,Female,33,9,150412.14,2,yes,no,170764.08
1937,701,France,Male,30,3,156660.72,2,yes,no,45742.42
1938,518,France,Male,38,3,90957.81,1,no,yes,162304.59
1939,739,France,Male,37,7,104960.46,1,no,yes,80883.82
1940,531,Germany,Female,31,7,117052.82,1,yes,no,118508.09
1941,452,Spain,Male,44,3,88915.85,1,yes,no,69697.74
1942,684,France,Male,45,6,148071.39,1,yes,no,183575.01
1943,728,Germany,Male,39,6,152182.83,1,no,no,161203.6
1944,783,Spain,Male,39,9,0.0,2,yes,no,143752.77
1945,734,France,Male,22,5,130056.23,1,no,no,121894.31
1946,648,Germany,Male,34,3,95039.73,2,yes,yes,147055.87
1947,688,France,Male,52,1,0.0,2,yes,yes,172033.57
1948,680,Spain,Male,35,9,0.0,2,no,no,143774.06
1949,516,France,Female,43,2,112773.73,2,yes,yes,139366.58
1950,680,France,Female,37,10,123806.28,1,yes,no,81776.84
1951,604,France,Male,53,8,144453.75,1,yes,no,190998.96
1952,624,Germany,Male,27,9,94667.29,2,no,yes,4470.52
1953,623,France,Male,21,10,0.0,2,no,yes,135851.3
1954,624,Spain,Male,51,5,174397.21,2,yes,yes,172372.63
1955,565,Germany,Female,58,3,108888.24,3,no,yes,135875.51
1956,565,France,Male,55,4,118803.35,2,yes,yes,128124.7
1957,710,France,Male,54,6,171137.62,1,yes,yes,167023.95
1958,645,France,Male,42,6,0.0,1,no,no,149807.01
1959,707,France,Male,33,8,136678.52,1,yes,no,54290.62
1960,655,Spain,Female,36,1,135515.76,1,yes,no,86013.96
1961,705,Spain,Female,24,5,177799.83,2,no,no,79886.06
1962,358,Spain,Female,52,8,143542.36,3,yes,no,141959.11
1963,578,Germany,Male,34,8,147487.23,2,yes,no,66680.77
1964,800,France,Female,40,5,97764.41,1,yes,no,98640.15
1965,612,France,Female,33,9,0.0,1,no,no,142797.5
1966,681,Germany,Female,48,8,139480.18,1,yes,yes,163581.67
1967,559,Spain,Male,25,5,0.0,2,yes,yes,163221.22
1968,488,Spain,Female,39,9,140553.46,1,no,no,12440.44
1969,717,France,Female,36,5,0.0,2,yes,yes,145551.6
1970,666,France,Female,41,10,141162.08,1,yes,no,50908.48
1971,582,Spain,Male,26,4,65848.36,2,yes,no,30149.21
1972,733,Spain,Female,30,0,83319.28,1,no,no,57769.2
1973,693,France,Male,41,4,0.0,2,no,no,156381.47
1974,694,France,Female,33,4,129731.64,2,yes,no,178123.86
1975,622,France,Female,35,5,0.0,2,yes,no,51112.8
1976,598,Spain,Female,38,6,0.0,2,no,no,173783.38
1977,717,Spain,Male,35,1,0.0,3,no,no,174770.14
1978,494,Germany,Male,37,5,107106.33,2,yes,no,172063.09
1979,644,France,Male,33,8,0.0,2,yes,yes,155294.17
1980,554,France,Female,30,9,0.0,2,yes,yes,40320.3
1981,476,Spain,Female,69,1,105303.73,1,no,yes,134260.34
1982,667,France,Male,28,6,165798.1,1,yes,no,147090.9
1983,748,Spain,Female,40,4,0.0,2,yes,no,132368.47
1984,531,Spain,Female,45,1,126495.57,2,yes,yes,164741.5
1985,719,Spain,Female,47,9,116393.59,1,yes,no,63051.32
1986,845,Germany,Female,41,2,81733.74,2,no,no,199761.29
1987,738,France,Male,54,4,0.0,1,no,yes,55725.04
1988,563,Spain,Female,46,8,106171.68,1,yes,no,163145.5
1989,695,Spain,Male,28,0,96020.86,1,yes,yes,57992.49
1990,841,Spain,Male,41,1,0.0,2,no,yes,193093.77
1991,626,Germany,Male,36,2,181671.16,2,yes,yes,57531.14
1992,613,France,Female,29,6,185709.28,2,yes,yes,77242.19
1993,824,Germany,Male,60,8,134250.17,3,no,no,153046.16
1994,705,France,Female,49,7,0.0,1,yes,no,63405.2
1995,584,France,Female,44,5,95671.75,2,yes,yes,106564.88
1996,534,France,Male,62,2,0.0,2,no,no,42763.12
1997,672,France,Female,34,1,142151.75,2,yes,yes,168753.34
1998,603,France,Male,43,5,127823.93,1,yes,yes,19483.35
1999,633,Germany,Male,43,3,144164.29,1,yes,yes,158646.46
2000,842,France,Male,58,1,63492.94,1,yes,yes,83172.19
2001,661,France,Female,27,3,0.0,2,yes,yes,76889.79
2002,601,France,Male,74,2,0.0,2,no,yes,51554.58
2003,632,France,Male,41,0,106134.46,1,no,yes,105570.39
2004,684,Germany,Male,29,8,127269.75,1,no,yes,79495.01
2005,785,Germany,Female,32,3,124493.03,2,no,yes,52583.79
2006,687,France,Male,39,7,0.0,2,yes,no,26848.25
2007,705,Germany,Female,43,10,146547.78,1,no,yes,10072.55
2008,639,France,Male,43,6,99610.92,2,yes,no,187296.78
2009,729,Germany,Male,46,5,117837.43,1,yes,no,104016.61
2010,556,Spain,Female,48,8,168522.37,1,yes,yes,151310.16
2011,570,France,Male,32,9,117337.54,2,no,yes,62810.91
2012,841,France,Male,74,9,108131.53,1,no,yes,60830.38
2013,705,Germany,Male,35,4,136496.12,2,yes,no,116672.02
2014,553,France,Male,32,3,116324.53,1,yes,no,77304.49
2015,779,Germany,Female,40,2,75470.23,1,yes,yes,52894.01
2016,696,France,Male,28,4,172646.82,1,yes,yes,116471.43
2017,728,Spain,Female,37,4,0.0,1,no,no,4539.38
2018,691,Germany,Male,27,3,160358.68,2,yes,no,142367.72
2019,706,France,Male,30,3,98415.37,1,yes,yes,110520.48
2020,627,Germany,Female,30,6,57809.32,1,yes,no,188258.49
2021,716,Germany,Female,18,3,128743.8,1,no,no,197322.13
2022,501,Germany,Male,24,4,130806.42,2,yes,no,80241.14
2023,601,France,Male,41,1,123971.16,1,no,yes,172814.99
2024,545,Spain,Female,39,6,0.0,1,no,no,38410.74
2025,634,France,Male,45,9,0.0,2,no,no,17622.82
2026,451,Spain,Female,23,9,0.0,2,no,yes,48021.71
2027,655,France,Female,59,7,0.0,1,yes,no,88958.49
2028,458,France,Female,39,9,0.0,2,yes,no,116343.09
2029,520,France,Male,33,4,156297.58,2,yes,yes,166102.61
2030,624,Spain,Female,28,2,0.0,2,no,yes,104353.26
2031,765,France,Male,51,3,123372.3,1,yes,yes,115429.32
2032,667,Germany,Female,37,5,92171.35,3,yes,no,178106.34
2033,665,Spain,Male,41,8,0.0,2,yes,no,132152.32
2034,709,Germany,Male,34,4,148375.19,2,yes,yes,21521.38
2035,583,France,Female,44,8,0.0,2,yes,yes,27431.62
2036,782,Spain,Male,34,6,147422.44,1,no,yes,42143.61
2037,668,Spain,Female,24,7,173962.32,1,no,no,106457.11
2038,621,France,Male,47,0,0.0,1,yes,yes,133831.37
2039,579,Germany,Female,64,6,145215.43,1,yes,yes,164083.72
2040,547,France,Female,38,5,167539.97,1,no,yes,159207.34
2041,840,France,Female,39,1,94968.97,1,yes,no,84487.62
2042,667,Germany,Female,27,3,106116.5,2,yes,no,3674.71
2043,723,France,Male,34,5,0.0,2,no,yes,12092.03
2044,487,France,Male,45,2,0.0,2,yes,no,77475.73
2045,668,France,Female,31,9,0.0,2,no,no,41291.73
2046,520,Germany,Male,34,8,120018.86,2,yes,yes,343.38
2047,549,France,Male,37,2,112541.54,2,no,no,47432.43
2048,567,France,Female,35,5,166118.45,2,yes,no,127827.18
2049,720,France,Female,45,1,102882.4,2,yes,yes,35633.15
2050,492,France,Female,49,8,0.0,1,yes,yes,182865.09
2051,712,France,Female,37,1,106881.5,2,no,no,169386.81
2052,689,Germany,Male,26,4,120727.97,1,no,yes,149073.88
2053,850,France,Male,63,8,169832.57,1,no,no,184107.26
2054,747,France,Male,41,5,0.0,2,yes,yes,22750.17
2055,469,Germany,Male,38,9,113599.42,1,no,no,11950.29
2056,539,Spain,Male,38,6,0.0,1,yes,yes,152880.07
2057,743,France,Male,32,9,0.0,2,yes,no,175252.78
2058,707,France,Male,47,3,0.0,2,yes,no,174303.29
2059,581,Spain,Female,50,4,0.0,2,yes,yes,80701.72
2060,737,Spain,Male,38,6,146282.79,2,yes,no,198516.2
2061,445,Germany,Female,38,6,119413.62,2,yes,no,175756.36
2062,703,Germany,Female,29,3,122084.63,1,no,yes,82824.08
2063,588,Germany,Female,35,1,103060.63,1,yes,no,179866.01
2064,765,France,Male,44,6,0.0,2,yes,yes,159899.97
2065,626,France,Male,33,8,0.0,2,yes,no,138504.28
2066,545,Germany,Male,37,9,110483.86,1,yes,yes,127394.67
2067,744,France,Male,31,9,120718.28,1,yes,yes,58961.49
2068,658,Spain,Female,31,2,36566.96,1,yes,no,103644.98
2069,629,Germany,Male,28,8,108601.0,1,yes,yes,119647.7
2070,719,France,Female,42,4,0.0,1,yes,no,28465.86
2071,686,Spain,Female,36,5,0.0,2,yes,yes,152979.14
2072,743,France,Male,36,4,0.0,2,yes,yes,190911.02
2073,626,Spain,Female,48,2,0.0,2,yes,yes,95794.98
2074,661,Germany,Male,44,1,141136.62,1,yes,no,189742.78
2075,710,Germany,Male,45,9,108231.37,1,yes,yes,188574.08
2076,654,France,Male,40,6,0.0,1,no,no,183872.88
2077,569,Spain,Female,34,6,144855.34,1,no,no,196555.32
2078,640,France,Male,63,2,68432.45,2,yes,yes,112503.24
2079,562,France,Male,45,6,136855.24,1,yes,no,46864.0
2080,721,France,Female,55,3,44020.89,1,yes,no,65864.4
2081,456,Germany,Male,32,9,133060.63,1,yes,yes,125167.92
2082,811,Spain,Male,39,7,0.0,2,yes,yes,177519.39
2083,534,France,Male,24,1,0.0,1,yes,yes,169653.32
2084,423,France,Female,36,5,97665.61,1,yes,no,118372.55
2085,594,Germany,Male,28,5,185013.02,1,yes,no,16481.12
2086,725,Spain,Female,32,0,0.0,2,yes,yes,138525.19
2087,716,France,Female,52,7,65971.61,2,yes,no,14608.0
2088,595,Germany,Female,41,9,150463.11,2,no,yes,81548.38
2089,679,France,Female,33,1,0.0,2,no,no,69608.48
2090,667,Spain,Male,39,9,0.0,2,yes,no,68873.8
2091,661,France,Female,37,5,136425.18,1,yes,no,81102.81
2092,655,Spain,Male,38,3,250898.09,3,no,yes,81054.0
2093,555,France,Male,55,4,146798.81,1,yes,yes,74149.77
2094,531,Spain,Male,70,1,0.0,2,no,no,99503.19
2095,611,Germany,Female,40,7,128486.91,2,yes,no,10109.47
2096,600,France,Female,38,9,0.0,2,yes,yes,58855.85
2097,531,Spain,Male,37,1,143407.29,2,no,yes,84402.46
2098,601,France,Female,43,2,0.0,1,yes,no,49713.87
2099,548,France,Male,57,6,76165.65,1,yes,yes,133537.53
2100,759,France,Male,40,4,0.0,2,yes,no,124615.59
2101,678,Spain,Female,49,8,0.0,2,no,yes,98090.69
2102,755,Germany,Female,33,6,90560.3,2,yes,yes,42607.69
2103,594,France,Male,61,3,62391.22,1,yes,yes,192434.11
2104,768,France,Male,42,5,0.0,3,no,no,60686.4
2105,492,France,Female,31,7,0.0,2,yes,yes,49463.44
2106,637,Germany,Female,55,1,123378.2,1,yes,no,81431.99
2107,646,Spain,Female,42,3,99836.47,1,no,yes,22909.56
2108,593,Germany,Male,74,5,161434.36,2,yes,yes,65532.17
2109,596,Spain,Male,41,5,0.0,2,no,yes,141053.85
2110,722,Germany,Female,48,10,138311.76,1,yes,yes,3472.63
2111,642,France,Male,25,7,0.0,2,yes,no,102083.78
2112,472,Spain,Female,28,4,0.0,2,yes,no,1801.77
2113,738,Germany,Male,35,6,101744.84,1,no,no,85185.44
2114,732,Spain,Male,33,8,0.0,1,yes,no,119882.7
2115,404,Germany,Female,54,4,125456.07,1,yes,no,83715.66
2116,701,France,Male,44,7,0.0,2,yes,no,23425.78
2117,683,France,Male,31,2,0.0,2,no,yes,77326.78
2118,460,France,Female,27,7,0.0,2,yes,no,156150.08
2119,690,France,Male,29,5,0.0,2,yes,no,108577.97
2120,618,Germany,Female,54,4,118449.21,1,yes,yes,133573.29
2121,671,France,Male,30,2,0.0,1,no,yes,102057.86
2122,765,Spain,Female,32,9,178095.55,1,no,no,47247.56
2123,651,Germany,Female,25,2,109175.14,2,yes,no,114566.47
2124,704,France,Male,32,7,127785.17,4,no,no,184464.7
2125,544,France,Female,45,6,0.0,2,no,yes,151401.33
2126,790,France,Female,40,9,0.0,2,yes,yes,70607.1
2127,710,Germany,Male,34,9,134260.36,2,yes,no,147074.67
2128,743,France,Male,37,8,69143.91,2,no,yes,105780.18
2129,702,France,Male,34,4,100054.77,1,yes,no,109496.45
2130,704,France,Female,45,6,0.0,1,yes,yes,137739.45
2131,614,France,Male,38,2,116248.88,1,yes,no,105140.92
2132,609,Spain,Female,43,6,86053.52,2,yes,yes,113276.46
2133,688,France,Female,32,6,123157.95,1,yes,no,172531.23
2134,713,France,Male,44,1,63438.91,1,yes,no,64375.4
2135,736,Germany,Male,57,9,95295.39,1,yes,no,28434.44
2136,727,France,Male,18,4,133550.67,1,yes,yes,46941.41
2137,850,France,Female,38,1,106871.81,2,yes,no,29333.01
2138,718,Spain,Male,45,3,105266.32,2,yes,yes,193724.51
2139,643,France,Female,51,2,105229.53,1,yes,no,34967.75
2140,653,France,Male,41,8,102768.42,1,yes,no,55663.85
2141,674,France,Male,18,7,0.0,2,yes,yes,55753.12
2142,690,France,Male,35,6,112689.95,1,yes,no,176962.31
2143,819,France,Male,38,9,122334.26,2,yes,yes,181507.44
2144,634,Spain,Male,34,1,0.0,2,yes,no,61995.57
2145,633,Spain,Male,33,4,137847.41,2,yes,no,98349.13
2146,850,France,Male,49,5,122486.47,1,no,yes,59748.19
2147,665,France,Male,33,2,101286.11,1,yes,yes,159840.51
2148,630,Spain,Male,26,7,0.0,2,yes,yes,6656.64
2149,836,Spain,Male,57,4,101247.06,1,yes,no,37141.62
2150,668,France,Male,38,10,86977.96,1,no,yes,37094.75
2151,753,France,Male,57,7,0.0,1,yes,no,159475.08
2152,745,France,Female,55,9,110123.59,1,no,yes,51548.14
2153,693,France,Male,36,8,178111.82,1,no,no,58719.63
2154,606,Germany,Male,65,10,126306.64,3,no,no,7861.68
2155,660,France,Female,35,6,100768.77,1,yes,no,19199.61
2156,608,France,Male,42,5,0.0,2,yes,no,178504.29
2157,744,France,Female,44,3,0.0,2,yes,yes,189016.14
2158,731,France,Female,40,7,118991.79,1,yes,yes,156048.64
2159,683,France,Male,72,3,140997.26,1,no,yes,52876.41
2160,727,France,Male,28,5,0.0,2,no,yes,19653.08
2161,561,Germany,Male,32,6,166824.59,1,yes,no,139451.98
2162,700,France,Female,34,2,76322.69,1,yes,no,128136.29
2163,605,France,Male,35,6,0.0,2,yes,yes,45206.57
2164,767,Spain,Male,77,8,149083.7,1,yes,yes,190146.83
2165,511,France,Male,33,7,0.0,2,no,yes,158313.87
2166,667,France,Male,40,9,0.0,1,yes,yes,96670.2
2167,787,France,Male,33,1,126588.81,2,no,yes,62163.53
2168,705,Germany,Female,56,2,143249.67,1,yes,no,88428.41
2169,773,Germany,Male,43,8,81844.91,2,yes,yes,35908.46
2170,554,France,Male,40,4,0.0,1,no,yes,168780.04
2171,526,Germany,Male,58,9,190298.89,2,yes,yes,191263.76
2172,661,Germany,Male,35,2,117212.18,1,yes,yes,83052.03
2173,698,France,Female,46,0,0.0,2,yes,yes,125962.02
2174,646,France,Male,26,4,139848.17,1,yes,no,164696.27
2175,757,Germany,Female,34,9,101861.36,2,no,no,187011.96
2176,699,Spain,Male,35,2,167455.66,2,yes,yes,55324.49
2177,667,France,Female,24,4,0.0,2,no,yes,34335.55
2178,774,Spain,Female,43,1,116360.07,1,yes,no,17004.14
2179,745,Spain,Male,40,3,88466.82,1,no,no,116331.42
2180,649,France,Female,42,7,0.0,2,no,yes,22974.01
2181,634,Germany,Female,46,5,123642.36,1,yes,yes,49725.16
2182,665,Spain,Male,38,9,0.0,1,no,yes,87412.74
2183,713,France,Male,38,9,72286.84,2,yes,yes,26136.89
2184,652,France,Female,40,1,0.0,2,yes,no,126554.96
2185,739,Spain,Male,40,1,109681.61,1,yes,yes,193321.3
2186,556,Germany,Male,37,9,145018.64,2,yes,no,90928.02
2187,699,Spain,Male,34,8,0.0,1,yes,yes,76510.46
2188,708,Spain,Female,32,8,187487.63,1,yes,yes,120115.5
2189,480,France,Male,35,2,165692.91,1,yes,yes,197984.58
2190,700,Germany,Female,59,5,137648.41,1,yes,no,142977.05
2191,525,Spain,Female,47,6,118560.0,1,yes,no,82522.61
2192,845,France,Male,33,8,164385.53,1,yes,no,150664.97
2193,613,France,Male,37,9,108286.5,1,yes,yes,114153.44
2194,850,France,Female,34,2,0.0,2,yes,yes,171706.66
2195,798,Spain,Female,58,9,0.0,2,no,no,119071.56
2196,773,Germany,Male,47,2,118079.47,4,yes,yes,143007.49
2197,614,Spain,Male,35,2,127283.78,1,yes,yes,31302.35
2198,473,Spain,Male,48,8,0.0,2,yes,no,71139.8
2199,762,France,Male,29,6,141389.06,1,yes,no,54122.89
2200,701,France,Male,37,8,130091.5,1,yes,yes,120031.29
2201,600,France,Male,35,4,143744.77,2,yes,no,104076.51
2202,850,Spain,Male,28,9,97408.03,1,yes,yes,175853.64
2203,613,Spain,Male,30,9,111927.45,1,yes,yes,175795.87
2204,509,France,Male,31,3,0.0,2,yes,no,15360.91
2205,509,Spain,Male,38,2,0.0,1,no,no,168460.12
2206,609,France,Male,34,1,0.0,1,yes,yes,181177.9
2207,456,France,Female,33,1,188285.68,1,no,no,58363.94
2208,728,France,Female,46,2,109705.52,1,yes,no,20276.87
2209,663,Spain,Male,33,9,0.0,2,no,no,91514.62
2210,673,Germany,Female,34,1,127122.79,3,no,yes,76703.1
2211,717,France,Male,40,0,98241.04,1,yes,no,110887.14
2212,741,Germany,Female,37,8,170840.08,2,no,no,109843.16
2213,498,Germany,Female,41,4,87541.06,2,yes,yes,12577.21
2214,850,France,Female,26,4,62610.96,2,no,yes,179365.1
2215,493,France,Male,36,9,0.0,2,yes,yes,65816.53
2216,686,France,Female,47,5,113328.93,1,yes,no,124170.9
2217,666,Spain,Male,35,2,104832.49,1,yes,no,175015.12
2218,733,Spain,Female,31,9,102289.85,1,yes,yes,115441.66
2219,631,Germany,Female,34,6,125227.82,2,no,yes,128247.03
2220,714,Germany,Female,49,5,140510.89,1,yes,no,141914.94
2221,767,Germany,Female,35,6,132253.22,1,yes,no,115566.57
2222,711,Germany,Male,43,2,39043.29,2,yes,yes,175423.69
2223,722,France,Male,34,8,0.0,2,yes,yes,133447.49
2224,631,Spain,Male,55,9,99685.06,1,yes,no,114474.98
2225,701,Germany,Male,38,3,125385.49,2,no,yes,52044.66
2226,790,Spain,Male,46,2,131365.37,2,yes,yes,180290.68
2227,633,Spain,Male,58,6,98308.51,1,yes,yes,132034.13
2228,644,France,Female,37,8,0.0,2,yes,no,20968.88
2229,757,Spain,Male,44,5,140856.16,2,yes,no,158735.1
2230,696,France,Female,30,8,0.0,2,yes,yes,196134.44
2231,746,France,Male,35,2,172274.01,1,yes,no,22374.97
2232,649,Spain,Male,36,8,0.0,2,yes,no,161668.15
2233,565,Spain,Male,38,0,122447.76,1,no,no,67339.34
2234,720,France,Female,38,10,0.0,2,yes,yes,56229.72
2235,648,Spain,Female,56,6,157559.59,2,yes,no,140991.23
2236,632,Germany,Male,41,3,126550.7,1,no,no,177644.52
2237,622,France,Female,30,2,158584.82,3,yes,no,142342.55
2238,835,France,Male,28,2,163569.61,2,yes,yes,154559.28
2239,493,France,Female,31,3,0.0,1,yes,yes,176570.28
2240,785,Germany,Female,33,6,127211.45,1,no,no,191961.83
2241,681,Germany,Male,42,3,118199.97,2,yes,no,9452.88
2242,621,Germany,Female,30,2,101014.08,2,yes,yes,165257.31
2243,756,Spain,Male,38,6,119208.85,1,yes,no,169763.89
2244,515,France,Female,66,6,0.0,2,yes,yes,160663.11
2245,625,France,Female,58,10,53772.73,1,yes,yes,192072.1
2246,717,Spain,Female,39,6,0.0,2,yes,no,93275.61
2247,595,Germany,Female,41,2,138878.81,1,no,yes,112269.67
2248,539,Spain,Female,37,1,130922.81,2,no,no,2186.83
2249,762,France,Male,35,9,0.0,2,yes,yes,43075.7
2250,706,Spain,Male,20,8,0.0,2,yes,yes,12368.11
2251,677,Spain,Female,25,8,130866.19,1,yes,no,42410.21
2252,733,Germany,Female,33,7,187257.94,1,no,yes,190430.81
2253,684,Spain,Female,41,7,0.0,1,yes,yes,138394.37
2254,679,France,Male,36,6,147733.64,1,no,yes,172501.38
2255,478,Spain,Male,43,1,0.0,2,yes,yes,197916.43
2256,696,France,Male,33,2,163139.27,1,yes,yes,7035.36
2257,686,Spain,Female,35,4,0.0,2,yes,yes,159676.55
2258,466,France,Female,36,5,119540.15,1,no,yes,80603.99
2259,686,France,Female,41,4,129553.76,2,yes,no,187599.8
2260,576,France,Male,55,9,0.0,2,yes,yes,94450.97
2261,763,Germany,Female,61,1,66101.89,1,yes,yes,143981.27
2262,572,France,Male,43,2,140431.98,1,yes,no,26450.57
2263,757,France,Female,49,2,0.0,2,no,no,164482.92
2264,582,France,Female,29,0,0.0,1,yes,yes,84012.81
2265,623,France,Female,35,5,0.0,2,yes,no,101192.08
2266,617,Germany,Female,37,4,116471.43,2,yes,no,175324.74
2267,425,France,Male,39,4,0.0,2,yes,no,197226.32
2268,659,France,Female,56,9,123785.24,1,yes,no,99504.03
2269,605,France,Female,33,4,0.0,2,no,yes,83700.66
2270,538,France,Female,38,8,88758.95,2,no,no,28226.15
2271,665,Germany,Male,25,5,153611.83,2,yes,no,35321.65
2272,491,Germany,Female,57,4,112044.72,1,yes,yes,41229.73
2273,726,Spain,Female,27,7,123826.07,1,no,yes,78970.58
2274,580,France,Female,65,9,106804.26,3,yes,no,107890.69
2275,550,France,Female,48,6,0.0,2,yes,yes,191870.28
2276,542,France,Female,59,2,68892.77,2,yes,no,7905.06
2277,732,France,Female,43,6,0.0,2,yes,no,65731.53
